_id,list_price,sizesList,on_sale,colors,desc,name
M4518,48,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""6-12"",""12-18""]",false,"[""Pink multi""]","The delicate Amelie nightgown evokes memories of spring mornings. It has stunning attention to detail such as ruffle trim on the shoulders. Made of the finest lightweight woven cotton, it will have you wrapped in comfort to make every good night's sleep that much better.",Petite Plume™ kids' Amelie nightgown
N2578,48,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""6-12"",""12-18""]",false,"[""White multi""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite fabrics available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. This nightgown and its sweet ruffle trim will have you wrapped in comfort and make every good night's sleep that much better. The sleepwear is made from the finest-quality, yarn-dyed cotton and blended with just enough inherently flame-retardant fiber to allow it to pass strict CPSC laws without using harmful chemicals. The fabric is brushed for added softness, making the sleepwear feel absolutely luxurious, getting cozier after each wash.",Petite Plume™ girls' Amelie nightgown
N2569,58,"[""2"",""4"",""6"",""8"",""10"",""12"",""14""]",false,"[""Pink""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite fabrics available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. This elegant robe is the perfect addition to our collection. The classic pattern is a staple and will have you looking smart in no time. The sleepwear is made from the finest-quality yarn-dyed cotton and blended with just enough inherently flame-retardant fiber to allow it to pass strict CPSC flame-retardant laws without using harmful chemicals. The fabric is brushed for added softness, making the sleepwear feel absolutely luxurious, getting cozier after each wash.",Petite Plume™ girls' robe
N2736,16,"[""ONE SIZE""]",false,"[""Blue"",""Navy""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite fabrics available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. Our adorable sleep masks make the perfect gift!",Petite Plume™ kids' eye mask set
N0160,58,"[""2"",""4"",""6"",""8""]",false,"[""Grey""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite cotton available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. This sophisticated hue is inherently versatile and always stylish. This fabric has unmatched softness and is lightweight, perfect for year-round comfort. This elegant robe is the perfect addition to our collection. The classic, delicate pattern is a staple and will have you looking smart in no time.",Petite Plume™ kids' flannel robe
N0165,16,"[""ONE SIZE""]",false,"[""Navy""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite cotton available. With Petite Plume, your little one will be tucked in love and off to dreamland. Bonne nuit.",Petite Plume™ kids' kitty eye mask in gingham
BO134,59.5,"[""LARGE"",""SMALL"",""MEDIUM"",""X-SMALL"",""XX-SMALL"",""X-LARGE""]",false,"[""Pink bouquet ivory""]","Inspired by Mom's pajamas, this mini version is crafted in the softest shirting cotton and finished off with a ruffly trim and soft-pink stripes. Sweet dreams, indeed.",Girls' ruffle-trim cotton poplin sleep set in stripe
N3641,54,"[""2"",""4"",""6"",""18 MONTHS""]",false,"[""Pink"",""Blue""]","Joy Street Kids's pajama and baby collection features classic and understated geography and thematic prints. Artist, founder and mom, Eliza Ferrel, draws all the motifs herself and prints in small batches on the softest, 100 percent Peruvian Pima cotton. Joy Street's San Francisco-print pajamas will have your little dreaming of the Bay Area from Lombard Street to sourdough bread! Eliza's thematic and location-based prints are intended to spark conversation and discovery through the icons, ""I spy"" elements and riddles found throughout each print.",Joy Street Kids™ girls' San Francisco two-piece pajamas
BR070,49.5,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14""]",false,"[""Rainbow shells"",""White""]","Pj's. Jammies. Jam-jams. Sleepy suits. No matter what you call them, our supersoft and cozy pajamas feel like a dream.",Kids' short-sleeve printed pajama set
N5676,56,"[""2"",""4"",""6"",""8""]",false,"[""Pale chamois"",""Pink""]","Born of the belief that childhood is magic, natural fibers are better and art will save the world, La Paloma makes artful pieces in the coziest fabrics for women and kids to sleep, lounge and play in. La Paloma is designed in Austin, Texas, and ethically made in Peru and India. Meet the La Paloma Organic Cotton Pajama Set! These pajamas feature the softness and comfort that kids crave in refined prints that parents love. For sleep, lounge and play, this organic-cotton PJ set comes in a medium weight for ultimate coziness and is sure to become your child's favorite! Matching women's dresses make for the cutest bedtime or family-photo op! For child's safety, these sets are designed to fit snugly.",La Paloma™ girls' organic cotton pajama set
M7392,48,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""12-18"",""6-12""]",false,"[""Pink""]","Designed after Petite Plume's  best-selling nightgown, the Charlotte short set has stunning attention to detail with delicate cloth buttons, an intricately designed packet and classic bloomer bottoms.",Petite Plume™ kids' Charlotte short set
N0197,58,"[""2"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""12-18"",""6-12""]",false,"[""Green""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite cotton available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. This classic Pajama Set is accented with contrast piping and finished with pearl buttons. The sleepwear is made from the finest-quality cotton and blended with just enough inherently flame-retardant fiber to allow it to pass strict CPSC flame-retardant laws without using harmful chemicals. The fabric is brushed for added softness, making the sleepwear feel absolutely luxurious, getting cozier after each wash.",Petite Plume™ kids' flannel pajama set
M4526,48,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""12-18""]",false,"[""White""]","Wrap yourself in the cheerfulness of spring with this bright yet sophisticated tulip print. This Isabelle short set is accented with soft tulips and pink piping and is finished with pearl buttons. The exquisite cotton is lighter weight than flannel, making it soft yet breathable. .",Petite Plume™ kids' Isabelle short set
N0202,58,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""12-18"",""6-12""]",false,"[""White""]","Petite Plume was inspired by the desire to create sophisticated and comfortable sleepwear in the most exquisite cotton available. With Petite Plume, your family will be tucked in love and off to dreamland. Bonne nuit. Crisp, versatile and always on-trend. This classic pajama set is accented with piping and finished with pearl buttons.",Petite Plume™ kids' pajama set with piping
M2326,58,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""6 MONTHS""]",false,"[""Light pink""]","This classic pajama set is accented with sophisticated piping and finished with pearl buttons; the exquisite cotton is lighter weight than flannel, making it soft yet breathable. In our luxurious sleepwear, your little ones will be tucked in in love and off to dreamland. Bonne nuit, ma petite plume.",Petite Plume™ pajama set in gingham
BM594,69.5,"[""XX-SMALL""]",false,"[""Black gold lurex""]","A show-stealing skirt for your littlest party animal, with a stretchy elastic waistband and shiny leopard pattern.",Girls' jacquard skirt in metallic leopard
BK685,69.5,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14"",""16""]",false,"[""Heather graphite"",""Navy"",""Black""]","As a uniform or layered with a fun pair of tights, she'll be the best (dressed) in class in this polished twill skirt with pretty pleating. (Bonus: the gold zipper on the side, which we dressed up with a cute tassel!) By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' pleated skirt in twill
BO101,65,"[""X-SMALL"",""SMALL"",""MEDIUM"",""XX-SMALL"",""LARGE"",""X-LARGE""]",false,"[""Pale cloud""]","We love every inch of this pretty pointelle cardigan, from its 100 percent cotton yarn to its adorable heart pattern. Plus, this style was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' heart pointelle cardigan sweater
BL647,69.5,"[""X-SMALL""]",false,"[""Cloud combo""]","It's not winter without a classic Fair Isle sweater! They'll love wearing this one by the fire, on the ski slopes and for all kinds of festive fun.",Kids' Fair Isle crewneck sweater
N7269,65,"[""3"",""5"",""7""]",false,"[""Light green""]","This children's swimwear label takes its cues from easy, breezy beachside style - think timeless pieces with a modern twist (hello, custom prints and hand-finished details). These cozy and ultrasoft, luxury knit pants are the perfect piece to throw over your minnow suit for an evening bonfire or après-swim. Made from natural cotton fibers known for their breathability and absorbency, this special piece stands up to wear and tear without sacrificing comfort. Featuring unique rib detailing throughout with an elastic drawstring waistband. Pair these with the coordinating knit hoodie for a sweet lounge set your littles will never take off!",Kids' minnow™ knit pant
BI878,49.5,"[""SMALL"",""X-SMALL"",""XX-SMALL""]",false,"[""Amalfi blue""]","With a longer silhouette, this lightweight, breathable hoodie is basically made to be worn with her comfiest leggings.",Girls' lightweight hoodie
BL996,55,"[""X-SMALL""]",false,"[""Navy""]","For comfy days that require a little extra polish, this classic (and supersoft) terry pullover has her covered. Detail we love: the shiny gold zipper.",Girls' half-zip sweatshirt in french terry
BO096,49.5,"[""LARGE"",""MEDIUM"",""X-LARGE"",""X-SMALL"",""SMALL"",""XX-SMALL""]",false,"[""Guarana"",""Violet bouquet"",""Sail blue""]","An easy, soft crewneck sweatshirt in spring-ready colors. Detail we love: the raglan sleeves.",Girls' raglan-sleeve crewneck
AX540,55,"[""K8"",""K12"",""K11"",""K10"",""K9""]",false,"[""Violet dust"",""Sunwashed pink""]","With a molded footbed and soft metallic straps, these sandals are just what she needs for her comfiest summer ever.",Girls' cross-strap comfy slides
N4168,66,"[""1"",""2"",""3"",""5"",""7"",""9""]",false,"[""Red"",""Blue""]","Feminine sun coverage shines in this simplified rash-guard silhouette. Featuring semisun coverage with a fitted, high neckline and contrasting grosgrain-ribbon bow. Chic ruffle cap sleeves offer mobility with a touch of sweetness. Topped off with a feminine ruffle hip detail, just like our best-selling long-sleeve rash guard one-piece! *Sizes 1 and 2 have snaps to make diaper changes a breeze!",Girls' minnow™ ruffle-sleeve rash guard one-piece
N6512,66,"[""1"",""2"",""3"",""5"",""7""]",false,"[""Green multi"",""Pink multi""]","Made in California, this children's swimwear label takes its cues from easy, breezy beachside style—think timeless pieces with a modern twist (hello, custom prints and hand-finished details). Our newest girls' silhouette features thoughtful hand-smocking details on a one-piece maillot. Equal parts chic and sweet, this suit has a ruffle neckline with smocked thread detailing and contrast ruffle straps. Ready for fun in the sun!",Girls' minnow™ smocked one-piece
N6507,64,"[""1"",""2"",""3"",""7""]",false,"[""Green multi"",""Pink""]","Made in California, this children's swimwear label takes its cues from easy, breezy beachside style—think timeless pieces with a modern twist (hello, custom prints and hand-finished details). Our ever-chic crossover one-piece gets a refresh made with a detailed ruffle strap that crosses over the back for that perfect finishing touch!",Girls' minnow™ V-neck crossover one-piece
BH110,55,"[""3""]",false,"[""Windward blue white"",""Ivory faded quartz yell"",""Marlin""]","Made from our super-comfy, fade-resistant, fast-drying fabric, this printed one-piece is perfect for cannonballing, boogie boarding and games of Marco Polo. It also features UPF 50+ sun protection (aka SPF for clothes). That's why it's recommended by the Skin Cancer Foundation as an effective UV protectant...but we still suggest wearing it with sunblock for ultimate coverage.",Girls' printed cutout one-piece swimsuit with UPF 50+
N7274,66,"[""1"",""2"",""3"",""5"",""7"",""9"",""11""]",false,"[""Light pink"",""Blue multi""]","This children's swimwear label takes its cues from easy, breezy beachside style - think timeless pieces with a modern twist (hello, custom prints and hand-finished details). One of our favorite girls' silhouettes, featuring thoughtful smocked details on a one-piece maillot. Equal parts chic and sweet, this suit has a ruffle neckline with self straps. Ready for fun in the sun! Note: We strongly advise against using aerosol sunscreens, which contain chemicals that may stain suits.",Girls' minnow™ smocked one-piece
BO139,55,"[""3"",""8"",""10"",""12"",""14"",""4-5"",""6-7""]",false,"[""Resort pink"",""Orange resort pink""]","Made from our super-comfy, fast-drying fabric, this scoopneck style is perfect for cannonballing, boogie boarding and games of Marco Polo. It also features UPF 50+ sun protection (aka SPF for clothes). That's why it's recommended by the Skin Cancer Foundation as an effective UV protectant. . .but we still suggest wearing it with sunblock for ultimate coverage.",Girls' scoopneck one-piece swimsuit with UPF 50+
BO144,49.5,"[""3"",""8"",""10"",""12"",""14"",""6-7"",""4-5""]",false,"[""Festival pink""]","Made from our super-comfy, fast-drying fabric, this long-sleeve rash guard is perfect for cannonballing, boogie boarding and games of Marco Polo. It also features UPF 50+ sun protection (aka SPF for clothes). That's why it's recommended by the Skin Cancer Foundation as an effective UV protectant. . .but we still suggest wearing it with sunblock for ultimate coverage.",Girls' printed rash guard with UPF 50+
N2926,54,"[""2"",""3"",""5""]",false,"[""White multi"",""Light blue""]","This unisex long-sleeve rash guard is unlined for a lighter feel with raglan sleeves that allow for plenty of movement and a closer fit. Designed for extra coverage, this full-coverage top will help to keep your littles sun-safe! *Sizes 1 to 3/4T now have snap closure at the neck for an easy fit. Made to last, this children's swimwear label takes its cues from easy, breezy beachside style—think timeless pieces with a modern twist (hello, custom prints and hand-finished details).",Kids' minnow™ linear rash guard
BP459,19.5,"[""ONE SIZE""]",false,"[""Frozen lake""]","She'll be totally made in the shade, thanks to these oversized, heart-shaped sunnies that are a warm-weather must.",Girls' heart sunglasses
BP447,19.5,"[""ONE SIZE""]",false,"[""Golden honey"",""Fresh rose""]",Warm-weather getaways and oh-so-sunny days call for fun shades that go with everything.,Girls' oversized sunglasses
N7971,68,"[""1"",""2"",""3"",""5"",""7""]",false,"[""White""]","This children's swimwear label takes its cues from easy, breezy beachside style - think timeless pieces with a modern twist (hello, custom prints and hand-finished details). Our chic two-piece has a ruffle on the straps and at the hips that add just the right amount of sweetness with an adjustable tie back, to fit (and grow) to your liking! Note: We strongly advise against using aerosol sunscreens, which contain chemicals that may stain suits.",Girls' minnow™ eyelet ruffle bikini
BO184,29.5,"[""3"",""8"",""10"",""12"",""14"",""6-7"",""4-5""]",false,"[""Blue pink""]","We made her favorite bottoms even better with patterns from SZ Blockprints. Founder and designer, Sarah Zellweger, works with a team of local artisans in Jaipur, India, to create her one-of-a-kind motifs, inspired by the centuries-old technique. This suit also features UPF 50+ sun protection (aka SPF for clothes). That's why it's recommended by the Skin Cancer Foundation as an effective UV protectant. . .but we still suggest wearing it with sunblock for ultimate coverage.",SZ Blockprints™ X crewcuts swim bottom in stripe
BO354,36.5,"[""LARGE"",""XX-SMALL"",""SMALL"",""X-SMALL"",""X-LARGE"",""MEDIUM""]",false,"[""Tie dye earth""]","More graphic tees, please! Always designed in-house and always made from comfy, machine-washable cotton, our cool, colorful graphic crewnecks let them show their personality without saying a word. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Plus, this tee was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there.",Girls tie-dye Earth Day graphic T-shirt
BO364,29.5,"[""X-SMALL"",""XX-SMALL"",""SMALL"",""X-LARGE"",""LARGE"",""MEDIUM""]",false,"[""Friends forever blue""]","More graphic tees, please! Always designed in-house and always made from comfy, machine-washable cotton, our cool, colorful graphic tees let them show their personality without saying a word. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Plus, this tee was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there.","Girls' ""best friends"" graphic T-shirt"
BO369,32.5,"[""X-LARGE"",""LARGE"",""XX-SMALL"",""X-SMALL""]",false,"[""Smell the roses""]","More graphic tees, please! Always designed in-house and always made from comfy, machine-washable cotton, our cool, colorful graphic tees let them show their personality without saying a word. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Plus, this tee was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there.","Girls' ""Stop and Smell the Roses"" graphic T-shirt"
BO374,32.5,"[""X-LARGE"",""LARGE"",""SMALL"",""X-SMALL"",""MEDIUM""]",false,"[""Tossed tennis""]","More graphic tees, please! Always designed in-house and always made from comfy, machine-washable cotton, our cool, colorful graphic tees let them show their personalities - or their favorite sports - without saying a word. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Plus, this tee was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there.",Girls' tennis racquet graphic T-shirt
BO359,32.5,"[""LARGE"",""XX-SMALL"",""X-SMALL"",""X-LARGE"",""MEDIUM"",""SMALL""]",false,"[""Tiny tulips""]","More graphic tees, please! Always designed in-house and always made from comfy, machine-washable cotton, our cool, colorful graphic crewnecks let them show their personality without saying a word. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' tiny tulips graphic T-shirt
BI921,29.5,"[""SMALL"",""XX-SMALL"",""X-SMALL""]",false,"[""White"",""Mediterranean navy""]","Not your average tee, we gave this style a cool twist with a shortened length, rugged hem and relaxed fit.",Girls' long-sleeve cropped T-shirt
AZ927,32.5,"[""SMALL"",""XX-SMALL"",""X-SMALL""]",false,"[""Tuscan olive""]","Our best-selling heart-pocket tee just keeps getting better. New this season, a long-sleeve version in fun prints.",Girls' printed long-sleeve heart-pocket T-shirt
BJ911,32.5,"[""SMALL"",""X-SMALL"",""LARGE"",""XX-SMALL""]",false,"[""Dusty pink"",""Ivory"",""Light mint"",""Amalfi blue""]","Pretty...easy! We dressed up this tee with the sweetest touches, like a ruffle collar and gathered sleeves.",Girls' ruffle long-sleeve T-shirt
BL685,55,"[""X-SMALL""]",false,"[""Holiday red""]","Frills make everything more fun - including this holiday-ready top in our signature tartan. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' ruffle cotton poplin top in tartan
BI870,49.5,"[""X-SMALL"",""SMALL"",""XX-SMALL"",""MEDIUM""]",false,"[""Dusty ivory""]","Pretty...easy! In drapey cotton voile, this squareneck top is as cute as it is comfy. Organic cotton is grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it.",Girls' squareneck cotton voile top
BO111,55,"[""8"",""10"",""12"",""14"",""16""]",false,"[""Bright peri ivory""]","Meet her high-waisted bottoms' new best friend. This shrunken puff-sleeve top is a just-right length for jeans, shorts. . .even a matching striped skirt! By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' cropped poplin top in stripe
BO106,59.5,"[""XX-SMALL"",""X-SMALL"",""MEDIUM"",""X-LARGE"",""LARGE"",""SMALL""]",false,"[""Green""]","With comfy smocking and a vibrant paisley print, this easy top is ready for everything under the sun (think beach vacations to spring holidays). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' flutter-sleeve smocked tank top in paisley
J2253,24.5,"[""2"",""3"",""8"",""10"",""12"",""14"",""16"",""6-7"",""4-5""]",false,"[""White"",""Guarana"",""Cloud purple"",""Frosty lavender"",""Vivid begonia"",""Hthr pewter"",""Light sage"",""Eucalyptus steam"",""Bright peri"",""Navy""]",We're pretty sure she'll L-O-V-E this adorable take on the classic pocket tee.,Girls' short-sleeve heart-pocket T-shirt
BO474,34.5,"[""SMALL"",""LARGE"",""MEDIUM"",""X-SMALL"",""XX-SMALL"",""X-LARGE""]",false,"[""Snoopy cowabunga""]","The world first met Charlie Brown, Snoopy and the rest of the Peanuts gang when the comic strip debuted in 1950. For this limited-edition graphic tee, our designers explored the Charles M. Schulz archives for drawings of his iconic characters that you'll only find here. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton. Plus, this tee was crafted at a Fair Trade Certified™ factory that provides additional income and better conditions for the people who work there.",Peanuts® X crewcuts Snoopy cowabunga graphic T-shirt
BH130,26.5,"[""XX-SMALL""]",false,"[""Vivid flame"",""Light sage""]","Who says basics have to be boring? This classic cotton tee hsa a cute cropped length we love. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' cropped T-shirt
BF904,29.5,"[""X-SMALL""]",false,"[""Ivory""]","Who says basics have to be boring? This classic tee gets a little something extra, thanks to a rolled cuff at the sleeve. Oh, and in case you were wondering, ""garment-dyed"" just means that the style is dyed after it's sewn, resulting in perfectly imperfect color that softly fades over time.",Girls' rolled-cuff garment-dyed T-shirt
BE495,29.5,"[""X-LARGE"",""MEDIUM"",""X-SMALL"",""XX-SMALL"",""LARGE"",""SMALL""]",false,"[""Pale corn"",""Fresh rose"",""Ivory"",""Eucalyptus steam"",""Mountain bluebird""]","Who says basics have to be boring? This pointelle tee gets a little something extra, thanks to cute puff sleeves.",Girls' puff-sleeve pointelle T-shirt
BO089,29.5,"[""MEDIUM"",""LARGE"",""X-SMALL"",""X-LARGE"",""SMALL"",""XX-SMALL""]",false,"[""White"",""Pink bouquet"",""Brilliant papaya"",""Resort pink"",""Brilliant citrus"",""Bright peri""]","Made from a high-tech performance fabric with sweat-wicking properties, tons of stretch and UPF 50+, this racerback tank top is perfect for layering up on the playground, the sports field and everywhere in between.",Girls' active racerback tank top
BJ531,59.5,"[""K12"",""K3"",""K1"",""K10"",""K9"",""K11"",""K2"",""K13"",""K8""]",false,"[""Mauve blush""]","Her go-to for special occasions to school uniforms...With a comfy, scrunchie hem, our new flats dress up every look in one easy step.",Girls' ballet flats
AZ516,65,"[""K1"",""K4"",""K2"",""K5"",""K12"",""K11"",""K3"",""K13"",""K8""]",false,"[""Gold glitter""]","For those occasions when she's feeling a little fancy, a comfy, glittery pair of Mary Jane ballet flats that she can still run around in.",Girls' glitter Mary Jane ballet flats
AH312,59.95,"[""K11"",""K10"",""K12"",""K9"",""K8""]",false,"[""Electric metallic coppe""]","The German-based Birkenstock family has been making footwear for over 230 years, so they're pretty much pros at this point. These classic sandals (updated in metallic rose gold, just like Mom's) are super-durable and crazy-comfortable, thanks to shock-absorbing soles that mean kids can wear—and play in—them all day.",Girls' Birkenstock® Arizona sandals in rose gold
BN911,69.95,"[""K13"",""K1"",""K10"",""K12"",""K2"",""K9"",""K8"",""K11"",""K3""]",false,"[""Soft pink""]","The sandals Mom wore in the '90s are back and here to stay - and made mini! This pair has been updated in EVA, a rubber-like material that's waterproof and superlightweight - from the German brand that's been crafting footwear since 1774. The Arizona is made with a contoured footbed that molds to her feet, aka they get even more comfortable with wear.",Girls' Birkenstock® Arizona EVA sandals
N8738,55,"[""28"",""29"",""30"",""31"",""32""]",false,"[""White""]","Superga is the iconic brand for sports and leisure footwear who were the first in Italy to use natural rubber vulcanization technology for the production of shoes, boots and sneakers. During the celebrations for the 150th anniversary of the reunification of Italy, Superga was acknowledged as ""one of the 50 objects that made Italy,"" thus confirming its status as ""the people's shoes of Italy."" The iconic Superga 2750 sneakers are always one step ahead of the game, thanks to their unique mix of stylish and functional details. Fresh from the junior edit, this cotton canvas pair presents a relaxed, round-toe upper and a vulcanized-rubber sole that nods to the brand's acclaimed sports roots. Bonus for the touch-strap fastening that ensures a practical and dynamic finish.",Superga® kids' 2750 Cotjstrap sneakers
N3972,27,"[""ONE SIZE""]",false,"[""One color""]","At Koa, we're drawing on the expertise of our ancestors and heritage to pass on a modern approach to skin—rooted in care. We innovate around premodern Hawaiian philosophies of taking care that extend back centuries, sharing the islands' rich healing traditions with the world. A refreshing, cleansing gel, enhanced with noni, hibiscus and Hawaiian ginger, densely lathers to cleanse skin while transporting your senses deep into a tropical rainforest.",Koa™ body cleanser
N4359,75,"[""ONE SIZE""]",false,"[""White multi""]","We are a mother-daughter duo creating highly effective and concentrated body-care products that focus on skin conditions such as eczema, psoriasis, contact dermatitis and atopic/dry skin. We want to make your skin feel great. Lightly veined, pearly-white onyx soap dish. A handcut, handpolished-eight-times bathroom necessity for style and function. The ridged design airs out your soap and keeps it bacteria-free. No more sticky and slimy soap. White onyx and its semitranslucent, pearly lustre come from various minerals recrystallized under heat, pressure and aqueous natural forces.",Sade Baron Crete white onyx stone soap tray
N4354,16,"[""ONE SIZE""]",false,"[""Brown""]","We are a mother-daughter duo creating highly effective and concentrated body-care products that focus on skin conditions such as eczema, psoriasis, contact dermatitis and atopic/dry skin. We want to make your skin feel great. Get rid of dead skin with gently coarse coffee grounds that also boost collagen production. Wash off yesterday and let the superfats make you soft as a baby.",Sade Baron morning glory exfoliating coffee-scrub bar soap
N1186,24,"[""ONE SIZE""]",false,"[""Natural""]","At Steamery, our mission is to inspire and educate people to take better care of their clothes in order to make them last longer. We do that by creating smart, minimalistic and modern clothing-care products that we believe will forever change the way we treat our clothes. This high-efficiency All Colors Laundry Detergent has been specifically developed to preserve and care for all kinds of color nuances.",Steamery all colors laundry detergent
N1025,139,"[""ONE SIZE""]",false,"[""Grey""]","At Steamery, our mission is to inspire and educate people to take better care of their clothes in order to make them last longer. We do that by creating smart, minimalistic and modern clothing-care products that we believe will forever change the way we treat our clothes. This hand steamer, Cirrus 2, is a sustainable and efficient alternative to both ironing and washing. Your clothes will be wrinkle-free, smooth and fresh in no time. The hot steam also removes bad smells, plus shallow dirt and bacteria.",Steamery Cirrus 2 steamer
L9102,36,"[""ONE SIZE""]",false,"[""One color""]","This aromatic candle releases a soft, earthy scent while the cotton wick ensures a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home A.MOUR candle
L9139,36,"[""ONE SIZE""]",false,"[""One color""]","This aromatic candle releases a relaxed earthy scent with subtle floral hints while the cotton wick ensures a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home A.MSTERDAM candle
L9121,36,"[""ONE SIZE""]",false,"[""One color""]","This aromatic candle releases a warm, floral scent while the cotton wick ensures a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home E.MBRASSE candle
L9494,132,"[""ONE SIZE""]",false,"[""One color""]","This giftable set features four aromatic candles with cotton wicks for a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home I.C.O.N. candle set
L9126,36,"[""ONE SIZE""]",false,"[""One color""]","This aromatic candle releases a fresh scent while the cotton wick ensures a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home I.DOLE candle
L9134,36,"[""ONE SIZE""]",false,"[""One color""]","This aromatic candle releases an earthy scent with subtle floral notes while the cotton wick ensures a clean, soot-free burn. Bodewell Home's essential oil-infused candles are fully non-toxic (thanks to natural coconut wax and lead-free wicks) and hand-poured in Los Angeles by candlemakers employed through Light 4 Life, an organization that connects people with disabilities with meaningful work.",Bodewell Home O.MBRE candle
